video_id,rally_id,event_rank,event_frame_original,prev_event_frame_original,next_event_frame_original,window_start_original,window_end_original,event_offset_frames,frame_count,window_strategy,clip_id,reference_frame_count,frame_count_abs_error
40,39,4,41047,41024,41079,41024,41085,23,62,bst-compatible,40_1_39_4,63,1
40,39,5,41079,41047,41104,41047,41110,32,64,bst-compatible,40_1_39_5,64,0
40,39,6,41104,41079,41161,41079,41155,25,77,bst-compatible,40_1_39_6,77,0
40,39,7,41161,41104,41174,41116,41180,45,65,bst-compatible,40_1_39_7,66,1
40,39,8,41174,41161,41204,41161,41210,13,50,bst-compatible,40_1_39_8,51,1
40,39,9,41204,41174,41234,41174,41240,30,67,bst-compatible,40_1_39_9,68,1
40,39,10,41234,41204,41248,41204,41254,30,51,bst-compatible,40_1_39_10,52,1
40,39,11,41248,41234,41278,41234,41284,14,51,bst-compatible,40_1_39_11,52,1
40,39,12,41278,41248,41305,41248,41311,30,64,bst-compatible,40_1_39_12,64,0
40,39,13,41305,41278,41346,41278,41352,27,75,bst-compatible,40_1_39_13,75,0
40,39,14,41346,41305,41358,41305,41364,41,60,bst-compatible,40_1_39_14,60,0
40,39,15,41358,41346,41385,41346,41391,12,46,bst-compatible,40_1_39_15,46,0
40,39,16,41385,41358,41404,41358,41410,27,53,bst-compatible,40_1_39_16,53,0
40,39,17,41404,41385,41440,41385,41446,19,62,bst-compatible,40_1_39_17,62,0
40,39,18,41440,41404,41489,41404,41491,36,88,bst-compatible,40_1_39_18,88,0
40,39,19,41489,41440,41528,41444,41534,45,91,bst-compatible,40_1_39_19,92,1
40,39,20,41528,41489,41553,41489,41559,39,71,bst-compatible,40_1_39_20,72,1
40,39,21,41553,41528,,41528,41567,25,40,bst-compatible,40_1_39_21,41,1
40,40,1,42558,,42616,42543,42609,15,67,bst-compatible,40_1_40_1,67,0
40,40,2,42616,42558,,42571,42630,45,60,bst-compatible,40_1_40_2,60,0
40,41,1,43105,,43165,43090,43156,15,67,bst-compatible,40_1_41_1,67,0
40,41,2,43165,43105,43181,43120,43187,45,68,bst-compatible,40_1_41_2,69,1
40,41,3,43181,43165,43207,43165,43213,16,49,bst-compatible,40_1_41_3,49,0
40,41,4,43207,43181,43233,43181,43239,26,59,bst-compatible,40_1_41_4,60,1
